Command line
Loss = 4.6853e+00, PNorm = 56.8432, GNorm = 3.3204, lr_0 = 1.2759e-04
Loss = 4.7151e+00, PNorm = 57.1394, GNorm = 3.0365, lr_0 = 1.2790e-04
Loss = 4.6394e+00, PNorm = 57.5066, GNorm = 3.3386, lr_0 = 1.2821e-04
Loss = 4.6005e+00, PNorm = 57.8135, GNorm = 2.9067, lr_0 = 1.2851e-04
Loss = 4.8129e+00, PNorm = 58.1702, GNorm = 2.9198, lr_0 = 1.2882e-04
Loss = 4.8906e+00, PNorm = 58.6770, GNorm = 3.3870, lr_0 = 1.2912e-04
Loss = 4.6061e+00, PNorm = 59.1552, GNorm = 3.4586, lr_0 = 1.2943e-04
Loss = 4.6287e+00, PNorm = 59.5396, GNorm = 2.9186, lr_0 = 1.2974e-04
Loss = 4.7255e+00, PNorm = 60.0119, GNorm = 2.8369, lr_0 = 1.3004e-04
Loss = 4.6502e+00, PNorm = 60.4273, GNorm = 3.0952, lr_0 = 1.3035e-04
Loss = 4.8585e+00, PNorm = 60.8656, GNorm = 2.9965, lr_0 = 1.3066e-04
Loss = 4.7968e+00, PNorm = 61.4236, GNorm = 3.2405, lr_0 = 1.3096e-04
Loss = 4.7129e+00, PNorm = 61.8616, GNorm = 2.6678, lr_0 = 1.3127e-04
Loss = 4.7223e+00, PNorm = 62.3259, GNorm = 4.5177, lr_0 = 1.3157e-04
Loss = 4.7083e+00, PNorm = 62.7380, GNorm = 2.9781, lr_0 = 1.3188e-04
Loss = 4.7183e+00, PNorm = 63.2173, GNorm = 3.7967, lr_0 = 1.3219e-04
Loss = 4.6461e+00, PNorm = 63.6511, GNorm = 3.2402, lr_0 = 1.3249e-04
Loss = 4.7454e+00, PNorm = 64.1084, GNorm = 3.5716, lr_0 = 1.3280e-04
Loss = 4.5922e+00, PNorm = 64.4970, GNorm = 2.9546, lr_0 = 1.3311e-04
Loss = 4.8055e+00, PNorm = 64.9287, GNorm = 2.7772, lr_0 = 1.3341e-04
Loss = 4.7591e+00, PNorm = 65.4225, GNorm = 3.1559, lr_0 = 1.3372e-04
Loss = 4.6278e+00, PNorm = 65.8243, GNorm = 5.8146, lr_0 = 1.3402e-04
Loss = 4.8343e+00, PNorm = 66.3092, GNorm = 3.0616, lr_0 = 1.3433e-04
Loss = 4.4228e+00, PNorm = 66.7724, GNorm = 2.7924, lr_0 = 1.3464e-04
Loss = 4.7163e+00, PNorm = 67.1745, GNorm = 3.6446, lr_0 = 1.3494e-04
Loss = 4.6288e+00, PNorm = 67.5760, GNorm = 2.8084, lr_0 = 1.3525e-04
Loss = 4.6476e+00, PNorm = 68.0025, GNorm = 2.8708, lr_0 = 1.3556e-04
Loss = 4.4912e+00, PNorm = 68.3797, GNorm = 2.9284, lr_0 = 1.3586e-04
Loss = 4.6145e+00, PNorm = 68.7161, GNorm = 3.5054, lr_0 = 1.3617e-04
Loss = 4.6919e+00, PNorm = 69.0844, GNorm = 2.8585, lr_0 = 1.3647e-04
Loss = 4.6525e+00, PNorm = 69.5290, GNorm = 2.7783, lr_0 = 1.3678e-04
Loss = 4.5191e+00, PNorm = 69.9041, GNorm = 3.0504, lr_0 = 1.3709e-04
Loss = 4.6236e+00, PNorm = 70.2106, GNorm = 9.6791, lr_0 = 1.3739e-04
Loss = 4.6713e+00, PNorm = 70.6576, GNorm = 3.3614, lr_0 = 1.3770e-04
Loss = 4.7424e+00, PNorm = 71.0483, GNorm = 2.5537, lr_0 = 1.3801e-04
Loss = 4.4976e+00, PNorm = 71.4220, GNorm = 3.2557, lr_0 = 1.3831e-04
Loss = 4.6786e+00, PNorm = 71.7970, GNorm = 3.4760, lr_0 = 1.3862e-04
Loss = 4.8180e+00, PNorm = 72.2596, GNorm = 3.1889, lr_0 = 1.3892e-04
Loss = 4.6224e+00, PNorm = 72.7347, GNorm = 2.8808, lr_0 = 1.3923e-04
Loss = 4.6017e+00, PNorm = 73.1351, GNorm = 3.3793, lr_0 = 1.3954e-04
Loss = 4.6801e+00, PNorm = 73.5834, GNorm = 3.3632, lr_0 = 1.3984e-04
Loss = 4.7052e+00, PNorm = 74.0370, GNorm = 3.0364, lr_0 = 1.4015e-04
Loss = 4.6468e+00, PNorm = 74.5443, GNorm = 2.8917, lr_0 = 1.4046e-04
Loss = 4.4873e+00, PNorm = 75.0184, GNorm = 3.0490, lr_0 = 1.4076e-04
Loss = 4.4743e+00, PNorm = 75.4459, GNorm = 3.2857, lr_0 = 1.4107e-04
Loss = 4.6875e+00, PNorm = 75.7843, GNorm = 2.8500, lr_0 = 1.4137e-04
Loss = 4.4734e+00, PNorm = 76.2354, GNorm = 5.1177, lr_0 = 1.4168e-04
Loss = 4.6020e+00, PNorm = 76.6012, GNorm = 3.3653, lr_0 = 1.4199e-04
Loss = 4.6357e+00, PNorm = 77.0371, GNorm = 3.1008, lr_0 = 1.4229e-04
Loss = 4.4386e+00, PNorm = 77.4371, GNorm = 3.2297, lr_0 = 1.4260e-04
Loss = 4.4502e+00, PNorm = 77.7968, GNorm = 3.3657, lr_0 = 1.4291e-04
Loss = 4.5822e+00, PNorm = 78.1491, GNorm = 2.7827, lr_0 = 1.4321e-04
Loss = 4.4320e+00, PNorm = 78.6346, GNorm = 2.6198, lr_0 = 1.4352e-04
Loss = 4.7909e+00, PNorm = 79.1107, GNorm = 3.2363, lr_0 = 1.4382e-04
Loss = 4.6976e+00, PNorm = 79.6169, GNorm = 3.1178, lr_0 = 1.4413e-04
Loss = 4.6367e+00, PNorm = 80.1049, GNorm = 2.7198, lr_0 = 1.4444e-04
Loss = 4.4578e+00, PNorm = 80.5301, GNorm = 3.7096, lr_0 = 1.4474e-04
Loss = 4.5733e+00, PNorm = 80.8604, GNorm = 3.0171, lr_0 = 1.4505e-04
Loss = 4.5193e+00, PNorm = 81.3645, GNorm = 2.8775, lr_0 = 1.4536e-04
Loss = 4.5907e+00, PNorm = 81.7960, GNorm = 3.0653, lr_0 = 1.4566e-04
Loss = 4.4592e+00, PNorm = 82.2482, GNorm = 3.0790, lr_0 = 1.4597e-04
Loss = 4.6206e+00, PNorm = 82.6693, GNorm = 3.3243, lr_0 = 1.4627e-04
Loss = 4.7061e+00, PNorm = 83.1846, GNorm = 3.5143, lr_0 = 1.4658e-04
Loss = 4.3205e+00, PNorm = 83.6239, GNorm = 2.8161, lr_0 = 1.4689e-04
Loss = 4.4026e+00, PNorm = 83.9633, GNorm = 3.5193, lr_0 = 1.4719e-04
Loss = 4.4876e+00, PNorm = 84.3575, GNorm = 4.7573, lr_0 = 1.4750e-04
Loss = 4.6684e+00, PNorm = 84.7581, GNorm = 3.2556, lr_0 = 1.4781e-04
Loss = 4.5997e+00, PNorm = 85.2531, GNorm = 3.5347, lr_0 = 1.4811e-04
Loss = 4.4553e+00, PNorm = 85.7055, GNorm = 3.1459, lr_0 = 1.4842e-04
Loss = 4.4435e+00, PNorm = 86.1432, GNorm = 2.6967, lr_0 = 1.4872e-04
Loss = 4.4839e+00, PNorm = 86.6386, GNorm = 3.4086, lr_0 = 1.4903e-04
Loss = 4.4638e+00, PNorm = 87.1588, GNorm = 3.2404, lr_0 = 1.4934e-04
Loss = 4.3746e+00, PNorm = 87.5985, GNorm = 3.6454, lr_0 = 1.4964e-04
Loss = 4.5900e+00, PNorm = 87.9561, GNorm = 4.0711, lr_0 = 1.4995e-04
Loss = 4.6548e+00, PNorm = 88.4285, GNorm = 3.4491, lr_0 = 1.5026e-04
Loss = 4.5719e+00, PNorm = 88.8813, GNorm = 4.6055, lr_0 = 1.5056e-04
Loss = 4.5352e+00, PNorm = 89.5074, GNorm = 3.0990, lr_0 = 1.5087e-04
Loss = 4.5262e+00, PNorm = 89.9995, GNorm = 2.8621, lr_0 = 1.5117e-04
Loss = 4.3530e+00, PNorm = 90.4780, GNorm = 3.2987, lr_0 = 1.5148e-04
Loss = 4.4471e+00, PNorm = 90.8486, GNorm = 2.7317, lr_0 = 1.5179e-04
Loss = 4.6229e+00, PNorm = 91.3065, GNorm = 3.1104, lr_0 = 1.5209e-04
Loss = 4.5195e+00, PNorm = 91.7302, GNorm = 4.6187, lr_0 = 1.5240e-04
Loss = 4.4129e+00, PNorm = 92.1310, GNorm = 3.3555, lr_0 = 1.5271e-04
Loss = 4.3162e+00, PNorm = 92.5329, GNorm = 3.1143, lr_0 = 1.5301e-04
Loss = 4.5369e+00, PNorm = 93.0018, GNorm = 2.8555, lr_0 = 1.5332e-04
Loss = 4.5862e+00, PNorm = 93.5797, GNorm = 3.6223, lr_0 = 1.5362e-04
Loss = 4.4563e+00, PNorm = 94.1365, GNorm = 3.3368, lr_0 = 1.5393e-04
Loss = 4.2720e+00, PNorm = 94.5782, GNorm = 3.5602, lr_0 = 1.5424e-04
Loss = 4.4208e+00, PNorm = 94.9827, GNorm = 2.7533, lr_0 = 1.5454e-04
Loss = 4.4359e+00, PNorm = 95.3642, GNorm = 2.8470, lr_0 = 1.5485e-04
Loss = 4.2844e+00, PNorm = 95.7386, GNorm = 2.6036, lr_0 = 1.5516e-04
Loss = 4.3534e+00, PNorm = 96.1097, GNorm = 3.7477, lr_0 = 1.5546e-04
Loss = 4.4893e+00, PNorm = 96.5642, GNorm = 4.9815, lr_0 = 1.5577e-04
Loss = 4.3387e+00, PNorm = 97.0494, GNorm = 3.0020, lr_0 = 1.5607e-04
Loss = 4.3665e+00, PNorm = 97.5403, GNorm = 4.9029, lr_0 = 1.5638e-04
Loss = 4.3905e+00, PNorm = 97.9630, GNorm = 2.5208, lr_0 = 1.5669e-04
Loss = 4.2840e+00, PNorm = 98.4138, GNorm = 3.5559, lr_0 = 1.5699e-04
Loss = 4.3359e+00, PNorm = 98.7698, GNorm = 3.1958, lr_0 = 1.5730e-04
Loss = 4.3760e+00, PNorm = 99.0921, GNorm = 3.1612, lr_0 = 1.5761e-04
Loss = 4.5319e+00, PNorm = 99.4614, GNorm = 4.6888, lr_0 = 1.5791e-04
Loss = 4.4857e+00, PNorm = 99.8600, GNorm = 3.7807, lr_0 = 1.5822e-04
Loss = 4.3912e+00, PNorm = 100.1994, GNorm = 3.9331, lr_0 = 1.5852e-04
Loss = 4.3914e+00, PNorm = 100.5331, GNorm = 3.7412, lr_0 = 1.5883e-04
Loss = 4.5675e+00, PNorm = 100.9050, GNorm = 2.5672, lr_0 = 1.5914e-04
Loss = 4.2285e+00, PNorm = 101.3015, GNorm = 3.0508, lr_0 = 1.5944e-04
Loss = 4.1441e+00, PNorm = 101.6361, GNorm = 4.0414, lr_0 = 1.5975e-04
Loss = 4.3849e+00, PNorm = 101.9622, GNorm = 3.1452, lr_0 = 1.6006e-04
Loss = 4.1109e+00, PNorm = 102.2697, GNorm = 3.8780, lr_0 = 1.6036e-04
Loss = 4.3059e+00, PNorm = 102.5243, GNorm = 4.4525, lr_0 = 1.6067e-04
Loss = 4.3883e+00, PNorm = 102.8092, GNorm = 6.6712, lr_0 = 1.6097e-04
Loss = 4.2409e+00, PNorm = 103.1066, GNorm = 3.3572, lr_0 = 1.6128e-04
Loss = 4.4174e+00, PNorm = 103.5017, GNorm = 2.6960, lr_0 = 1.6159e-04
Loss = 4.1951e+00, PNorm = 103.9178, GNorm = 3.1852, lr_0 = 1.6189e-04
Loss = 4.3772e+00, PNorm = 104.2997, GNorm = 2.3685, lr_0 = 1.6220e-04
Loss = 4.3191e+00, PNorm = 104.7347, GNorm = 3.2655, lr_0 = 1.6251e-04
Loss = 4.2446e+00, PNorm = 105.0596, GNorm = 2.8819, lr_0 = 1.6281e-04
Loss = 4.1901e+00, PNorm = 105.3669, GNorm = 3.0910, lr_0 = 1.6312e-04
Loss = 4.3380e+00, PNorm = 105.6182, GNorm = 2.6328, lr_0 = 1.6342e-04
Loss = 4.2465e+00, PNorm = 105.9114, GNorm = 3.7690, lr_0 = 1.6373e-04
Loss = 4.4583e+00, PNorm = 106.2167, GNorm = 3.6603, lr_0 = 1.6404e-04
Loss = 4.2427e+00, PNorm = 106.5681, GNorm = 3.7153, lr_0 = 1.6434e-04
Loss = 4.2411e+00, PNorm = 106.8970, GNorm = 3.9186, lr_0 = 1.6465e-04
Loss = 4.2224e+00, PNorm = 107.2591, GNorm = 3.0168, lr_0 = 1.6496e-04
Loss = 4.0021e+00, PNorm = 107.5340, GNorm = 3.5621, lr_0 = 1.6526e-04
Loss = 4.2987e+00, PNorm = 107.8104, GNorm = 4.7470, lr_0 = 1.6557e-04
Loss = 4.2287e+00, PNorm = 108.0612, GNorm = 3.2738, lr_0 = 1.6587e-04
Loss = 4.2206e+00, PNorm = 108.3277, GNorm = 3.5372, lr_0 = 1.6618e-04
Loss = 4.2897e+00, PNorm = 108.5694, GNorm = 3.6476, lr_0 = 1.6649e-04
Loss = 4.2192e+00, PNorm = 108.8385, GNorm = 3.8172, lr_0 = 1.6679e-04
Loss = 4.2149e+00, PNorm = 109.1132, GNorm = 3.3631, lr_0 = 1.6710e-04
Loss = 4.1986e+00, PNorm = 109.4432, GNorm = 2.8392, lr_0 = 1.6741e-04
Loss = 4.3580e+00, PNorm = 109.8528, GNorm = 4.4062, lr_0 = 1.6771e-04
Loss = 4.2729e+00, PNorm = 110.2462, GNorm = 3.7056, lr_0 = 1.6802e-04
Loss = 4.3543e+00, PNorm = 110.5983, GNorm = 3.3468, lr_0 = 1.6832e-04
Loss = 4.3799e+00, PNorm = 110.9588, GNorm = 3.0529, lr_0 = 1.6863e-04
Loss = 4.1465e+00, PNorm = 111.3558, GNorm = 2.7922, lr_0 = 1.6894e-04
Loss = 4.2359e+00, PNorm = 111.7051, GNorm = 3.8917, lr_0 = 1.6924e-04
Loss = 4.2387e+00, PNorm = 112.0549, GNorm = 3.3714, lr_0 = 1.6955e-04
Loss = 4.1804e+00, PNorm = 112.4103, GNorm = 5.3313, lr_0 = 1.6986e-04
Loss = 4.0859e+00, PNorm = 112.7287, GNorm = 3.0812, lr_0 = 1.7016e-04
Loss = 4.1368e+00, PNorm = 113.0352, GNorm = 5.0600, lr_0 = 1.7047e-04
